,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,acc_year,acc_month,acc_hr_day,new_date,day_name
220579,A-220581,MapQuest,241.0,2,2016-07-28 16:04:00,2016-07-28 17:02:00,40.83593,-73.934822,0.0,Left lane blocked and slow traffic due to accident on Harlem River Dr Northbound around Harlem River Dr Exit 23 / 166th St.,,Harlem River Dr N,R,New York,New York,NY,10039,US,US/Eastern,KNYC,2016-07-28 15:51:00,87.1,,51.0,29.85,8.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,16,2016-07-28,Thursday
220595,A-220597,MapQuest,229.0,2,2016-07-28 20:37:34,2016-07-28 21:35:00,40.782818,-73.943871,0.0,Slow traffic due to accident on FDR Dr Northbound before Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2016-07-28 20:51:00,79.0,,66.0,29.87,7.0,West,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2016,7,20,2016-07-28,Thursday
220597,A-220599,MapQuest,222.0,2,2016-07-28 22:12:30,2016-07-28 22:42:30,40.817436,-73.962082,0.0,Queueing traffic due to accident on NY-9A Henry Hudson Pkwy Northbound at NY-9A Henry Hudson Pkwy.,,Henry Hudson Pkwy N,R,New York,New York,NY,10024,US,US/Eastern,KNYC,2016-07-28 21:51:00,79.0,,66.0,29.88,3.0,Variable,3.5,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,22,2016-07-28,Thursday
220614,A-220616,MapQuest,245.0,2,2016-07-29 05:39:25,2016-07-29 06:09:25,40.770264000000005,-73.947754,0.0,Two lanes blocked due to accident on FDR Dr Northbound at 79th St.,,FDR Dr,R,New York,New York,NY,10075,US,US/Eastern,KNYC,2016-07-29 05:40:00,70.0,,93.0,29.87,2.0,Variable,6.9,0.61,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,7,5,2016-07-29,Friday
220621,A-220623,MapQuest,201.0,3,2016-07-29 05:52:13,2016-07-29 06:52:13,40.788467,-73.92778,0.0,Toll lane blocked due to accident on I-278 Robert F Kennedy Brg Northbound at Exit 46A Robert F Kennedy Bridge.,,Robert F Kennedy Brg E,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2016-07-29 05:51:00,70.0,,93.0,29.84,4.0,ENE,10.4,0.62,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,5,2016-07-29,Friday
220628,A-220630,MapQuest,241.0,2,2016-07-29 06:16:31,2016-07-29 07:01:59,40.866863,-73.93195300000001,0.0,Left lane blocked due to accident on NY-9A Henry Hudson Pkwy Southbound after Exit 17 Dyckman St.,,Henry Hudson Pkwy N,R,New York,New York,NY,10034,US,US/Eastern,KLGA,2016-07-29 06:22:00,72.0,,93.0,29.83,10.0,NE,12.7,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,6,2016-07-29,Friday
220671,A-220673,MapQuest,241.0,2,2016-07-29 08:52:22,2016-07-29 09:22:22,40.807018,-73.933762,0.0,Left and center lane blocked due to accident on Harlem River Dr Southbound near 3rd Ave.,,Harlem River Dr S,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2016-07-29 08:51:00,70.0,,90.0,29.87,2.5,Variable,3.5,0.13,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,8,2016-07-29,Friday
220713,A-220715,MapQuest,201.0,3,2016-07-29 12:17:29,2016-07-29 13:02:29,40.851414,-73.951729,0.0,Accident on I-95 George Washington Brg Northbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-07-29 11:59:00,75.9,,76.0,29.89,8.0,Variable,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,12,2016-07-29,Friday
220730,A-220732,MapQuest,241.0,2,2016-07-29 15:30:33,2016-07-29 16:30:00,40.755348,-73.96167,0.0,Right lane blocked due to accident on FDR Dr Northbound before Exit 11 53rd St.,,FDR Dr S,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2016-07-29 15:51:00,82.0,,62.0,29.84,7.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,15,2016-07-29,Friday
220828,A-220830,MapQuest,241.0,2,2016-07-31 12:58:36,2016-07-31 13:56:00,40.785564,-73.984062,0.0,Right lane blocked due to accident on NY-9A Henry Hudson Pkwy Northbound at NY-9A Henry Hudson Pkwy.,,Henry Hudson Pkwy S,R,New York,New York,NY,10024,US,US/Eastern,KNYC,2016-07-31 12:51:00,75.0,,94.0,30.01,5.0,North,,0.09,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,12,2016-07-31,Sunday
220888,A-220890,MapQuest,241.0,3,2016-08-01 08:19:23,2016-08-01 08:49:23,40.850066999999996,-73.944817,0.0,Right lane blocked due to accident on I-95 George Washington Brg (upper lvl) Northbound at Henry Hudson Pkwy.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2016-08-01 08:20:00,70.0,,84.0,30.09,8.0,East,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,8,8,2016-08-01,Monday
220933,A-220935,MapQuest-Bing,241.0,2,2016-08-01 15:28:44,2016-08-01 16:20:00,40.793903,-73.932022,0.0,Right and center lane blocked and queueing traffic due to accident on FDR Dr Northbound at Exit 16 116th St.,,FDR Dr S,R,New York,New York,NY,10029,US,US/Eastern,KNYC,2016-08-01 15:19:00,78.1,,66.0,30.07,9.0,ENE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,8,15,2016-08-01,Monday
220937,A-220939,MapQuest,241.0,2,2016-08-01 16:06:35,2016-08-01 17:04:00,40.748028000000005,-73.96817,0.0,Center lane blocked due to accident on FDR Dr Northbound at Exits 8 9 42nd St.,,FDR Dr S,R,New York,New York,NY,10017,US,US/Eastern,KNYC,2016-08-01 15:51:00,78.1,,66.0,30.03,9.0,Variable,3.5,,Overcast,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016,8,16,2016-08-01,Monday
326114,A-326117,MapQuest,229.0,2,2017-01-26 23:44:47,2017-01-27 00:14:24,40.782818,-73.943871,0.01,Slow traffic and Right lane blocked due to accident on FDR Dr Northbound at Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-01-26 23:51:00,43.0,37.2,53.0,29.57,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,1,23,2017-01-26,Thursday
326121,A-326124,MapQuest,201.0,2,2017-01-27 05:47:32,2017-01-27 06:17:07,40.866863,-73.93195300000001,0.01,Accident on Henry Hudson Pkwy Northbound at Dyckman Street.,,Henry Hudson Pkwy N,R,New York,New York,NY,10034,US,US/Eastern,KLGA,2017-01-27 05:51:00,43.0,34.5,49.0,29.63,10.0,West,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2017,1,5,2017-01-27,Friday
326168,A-326171,MapQuest,201.0,2,2017-01-27 11:27:07,2017-01-27 11:56:46,40.848492,-73.930626,0.01,Accident on Amsterdam Ave at 181st St.,2443.0,Amsterdam Ave,R,New York,New York,NY,10033-3312,US,US/Eastern,KNYC,2017-01-27 11:51:00,43.0,36.8,40.0,29.62,10.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2017,1,11,2017-01-27,Friday
326171,A-326174,MapQuest,406.0,3,2017-01-27 11:34:20,2017-01-27 12:04:04,40.84584,-73.931061,0.01,Entry ramp closed due to accident on I-95 Southbound at Exit 2 Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-01-27 11:51:00,43.0,36.8,40.0,29.62,10.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,1,11,2017-01-27,Friday
326195,A-326198,MapQuest,241.0,2,2017-01-27 15:29:20,2017-01-27 16:13:44,40.757175,-73.997238,0.01,Left lane blocked due to accident on NY-495 Lincoln Tunl Westbound near 40th St.,502.0,10th Ave,R,New York,New York,NY,10018-1113,US,US/Eastern,KNYC,2017-01-27 15:51:00,41.0,,49.0,29.58,10.0,North,,,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,1,15,2017-01-27,Friday
326233,A-326236,MapQuest,241.0,2,2017-01-27 19:13:19,2017-01-27 19:58:03,40.79438,-73.930908,0.01,Right lane blocked due to accident on FDR Dr Northbound at Exit 16 116th St.,,FDR Dr N,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-01-27 18:51:00,39.9,35.1,49.0,29.6,10.0,Variable,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,1,19,2017-01-27,Friday
326270,A-326273,MapQuest,201.0,3,2017-01-28 18:32:54,2017-01-28 19:07:00,40.833218,-73.935257,0.01,Accident on Harlem River Dr Northbound at Exit 23 Frederick Douglass Blvd.,,Harlem River Dr N,R,New York,New York,NY,10039,US,US/Eastern,KNYC,2017-01-28 18:51:00,37.0,34.5,52.0,29.72,10.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2017,1,18,2017-01-28,Saturday
326277,A-326280,MapQuest,241.0,2,2017-01-29 06:07:41,2017-01-29 06:37:35,40.785057,-73.93,0.01,Lane blocked due to accident on Robert F Kennedy Bridge Northbound at I-278 Robert F Kennedy Brg.,,Robert F Kennedy Brg E,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-01-29 05:51:00,36.0,33.3,57.0,29.7,10.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2017,1,6,2017-01-29,Sunday
326297,A-326300,MapQuest,245.0,3,2017-01-29 14:30:46,2017-01-29 15:13:57,40.850066999999996,-73.944817,1.84,Two lanes blocked due to accident on I-95 George Washington Brg Northbound from Exits 72 72A 72B 73 73-74 US-9 US-1 to Exit 1 Riverside Dr. On bridges.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-01-29 14:51:00,42.1,37.1,28.0,29.67,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,1,14,2017-01-29,Sunday
326394,A-326397,MapQuest,339.0,2,2017-01-30 13:20:43,2017-01-30 14:05:23,40.748028000000005,-73.96817,0.01,Jackknifed trailer and recovery work on FDR Dr Northbound at Exits 8 9 Franklin Delano Roosevelt Drive Service Rd.,,FDR Dr S,R,New York,New York,NY,10017,US,US/Eastern,KNYC,2017-01-30 12:51:00,35.1,28.6,37.0,29.77,10.0,NW,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2017,1,13,2017-01-30,Monday
326640,A-326643,MapQuest,241.0,2,2017-01-31 16:36:42,2017-01-31 17:07:21,40.735397,-73.974899,0.01,One lane blocked due to accident on FDR Dr Southbound at Avenue C.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2017-01-31 16:35:00,33.8,25.8,81.0,30.41,10.0,NE,10.4,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,1,16,2017-01-31,Tuesday
326665,A-326668,MapQuest,201.0,2,2017-01-31 19:40:21,2017-01-31 20:24:26,40.702225,-74.009171,0.01,Accident on FDR Dr Southbound near Exit 1 South St.,,FDR Dr N,R,New York,New York,NY,10004,US,US/Eastern,KJRB,2017-01-31 19:35:00,33.8,,87.0,30.41,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,1,19,2017-01-31,Tuesday
326697,A-326700,MapQuest,201.0,2,2017-02-01 07:09:00,2017-02-01 07:39:31,40.80127,-73.929916,0.01,Accident on FDR Dr Southbound at Exit 17 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-02-01 06:51:00,42.1,37.1,53.0,29.9,10.0,WSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,7,2017-02-01,Wednesday
326749,A-326752,MapQuest,201.0,3,2017-02-01 08:47:34,2017-02-01 09:15:30,40.850066999999996,-73.944817,1.0,Center lane blocked due to accident on I-95 George Washington Brg Southbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-01 08:51:00,42.1,36.1,51.0,29.93,10.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,8,2017-02-01,Wednesday
326772,A-326775,MapQuest,201.0,2,2017-02-01 09:51:11,2017-02-01 10:21:58,40.744789000000004,-73.97590600000001,0.01,Accident on 2nd Ave at 34th St.,621.0,2nd Ave,L,New York,New York,NY,10016-4858,US,US/Eastern,KNYC,2017-02-01 09:51:00,42.1,38.4,51.0,29.94,10.0,West,5.8,,Clear,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2017,2,9,2017-02-01,Wednesday
326775,A-326778,MapQuest,201.0,2,2017-02-01 10:02:14,2017-02-01 10:32:53,40.735397,-73.974899,0.01,Accident on FDR Dr Southbound at 23rd St.,,FDR Dr N,R,New York,New York,NY,10009,US,US/Eastern,KJRB,2017-02-01 09:56:00,42.1,34.9,58.0,29.96,10.0,West,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,2,10,2017-02-01,Wednesday
326869,A-326872,MapQuest,241.0,3,2017-02-02 07:12:53,2017-02-02 07:42:00,40.850066999999996,-73.944817,1.0,2 left lane blocked due to accident on I-95 George Washington Bridge Upper Level Southbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 06:51:00,37.9,30.5,57.0,30.05,10.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,7,2017-02-02,Thursday
326936,A-326939,MapQuest,201.0,2,2017-02-02 10:14:55,2017-02-02 10:44:41,40.802535999999996,-73.953011,0.01,Accident Police Car involved on Adam Clayton Powell Jr Blvd both ways at 115th St.,,W 115th St,R,New York,New York,NY,10026,US,US/Eastern,KNYC,2017-02-02 09:51:00,39.0,,57.0,30.07,10.0,North,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,2,10,2017-02-02,Thursday
326942,A-326945,MapQuest,241.0,3,2017-02-02 10:48:52,2017-02-02 11:18:29,40.850066999999996,-73.944817,1.02,Right lane blocked due to accident on I-95 George Washington Brg Northbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 10:51:00,41.0,36.4,41.0,30.06,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,10,2017-02-02,Thursday
326952,A-326955,MapQuest,201.0,3,2017-02-02 12:44:14,2017-02-02 13:10:47,40.850066999999996,-73.944817,0.01,Right lane blocked due to accident on I-95 George Washington Brg Lower Level Northbound before Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 12:51:00,43.0,36.4,32.0,30.02,10.0,WNW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,12,2017-02-02,Thursday
326960,A-326963,MapQuest,201.0,3,2017-02-02 12:44:14,2017-02-02 14:13:30,40.850066999999996,-73.944817,0.01,Left lane blocked due to accident on I-95 George Washington Brg Lower Level Northbound before Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 12:51:00,43.0,36.4,32.0,30.02,10.0,WNW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,12,2017-02-02,Thursday
326973,A-326976,MapQuest,245.0,3,2017-02-02 16:15:46,2017-02-02 17:00:18,40.850066999999996,-73.944817,0.01,Two lanes blocked due to accident on I-95 - lower level Northbound near Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 15:51:00,42.1,38.4,32.0,30.05,10.0,Variable,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,16,2017-02-02,Thursday
326974,A-326977,MapQuest,201.0,2,2017-02-02 16:32:39,2017-02-02 17:17:25,40.763988,-73.95877800000001,0.01,Accident school bus involved on 1st Ave at 66th St.,1218.0,1st Ave,R,New York,New York,NY,10065-7105,US,US/Eastern,KNYC,2017-02-02 16:51:00,39.0,35.7,49.0,30.08,10.0,Variable,4.6,,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,2,16,2017-02-02,Thursday
326996,A-326999,MapQuest,241.0,2,2017-02-02 17:55:59,2017-02-02 18:40:42,40.80127,-73.929916,0.01,Right lane blocked due to accident on FDR Dr Northbound at Exits 17 18 19 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-02-02 17:51:00,37.9,,51.0,30.1,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2017,2,17,2017-02-02,Thursday
327003,A-327006,MapQuest,241.0,3,2017-02-02 19:11:47,2017-02-02 19:56:26,40.851543,-73.95208000000001,0.01,Left lane blocked due to accident on I-95 - upper level Northbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-02 18:51:00,37.0,33.3,50.0,30.12,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,2,19,2017-02-02,Thursday
327158,A-327161,MapQuest,201.0,2,2017-02-03 20:07:31,2017-02-03 20:52:08,40.782818,-73.943871,0.01,Lane blocked on entry ramp due to accident on FDR Dr Northbound at Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-02-03 19:51:00,30.9,22.8,43.0,30.15,10.0,West,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,2,20,2017-02-03,Friday
327160,A-327163,MapQuest,201.0,3,2017-02-03 20:28:47,2017-02-03 21:12:55,40.851543,-73.95208000000001,0.01,Lane blocked on entry ramp due to accident on I-95 George Washington Brg - Upper level Southbound at I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-03 20:51:00,30.0,21.7,33.0,30.17,10.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,2,20,2017-02-03,Friday
327206,A-327209,MapQuest,241.0,3,2017-02-04 17:43:15,2017-02-04 18:12:34,40.84584,-73.931061,0.78,One lane blocked due to accident on I-95 George Washington Brg (Lower Level) Northbound between Exit 1 Riverside Dr and Exit 2 Amsterdam Ave.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-02-04 17:51:00,33.1,26.9,32.0,30.3,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2017,2,17,2017-02-04,Saturday
327226,A-327229,MapQuest-Bing,201.0,2,2017-02-05 10:19:35,2017-02-05 11:04:02,40.80127,-73.929916,0.01,Right and center lane blocked due to accident on FDR Dr Northbound before Exits 17 18 19 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-02-05 09:51:00,34.0,26.6,52.0,30.01,10.0,WSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,10,2017-02-05,Sunday
327305,A-327308,MapQuest,201.0,2,2017-02-06 08:06:34,2017-02-06 08:36:18,40.834126,-73.949951,0.01,Accident on Henry Hudson Pkwy Northbound at Exit 13 158th St.,,Marginal St,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-06 07:51:00,36.0,30.3,48.0,30.1,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,8,2017-02-06,Monday
327335,A-327338,MapQuest,241.0,3,2017-02-06 09:49:41,2017-02-06 10:19:18,40.850066999999996,-73.944817,1.0,Left lane blocked due to accident on I-95 George Washington Brg Southbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-02-06 09:51:00,37.9,,41.0,30.15,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,9,2017-02-06,Monday
327373,A-327376,MapQuest,241.0,2,2017-02-06 14:01:49,2017-02-06 14:46:35,40.80127,-73.929916,0.01,Left lane blocked due to accident on FDR Dr Northbound at Exits 17 18 19 Robert F Kennedy Bridge.,,Robert F Kennedy Bridge,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-02-06 13:51:00,46.0,,34.0,30.08,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,2,14,2017-02-06,Monday
